uid,data_provider,region,lat(degrees),lon(degrees),date(yyyymmdd),time(hh:mm:ss),abun(cells/L),severity,distance_to_water(m)
khln,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3600756,-7897139642,20130917,0:01:00,8582,1,884
khmn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35896326,-7904845059,20150824,0:01:00,77455,2,2158
khmt,California_Environmental_Data_Exchange_Network,west,38307,-121794,20180314,19:15:00,1609745,4,251
khna,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7903741601,20210805,0:01:00,47562,2,778
khnj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.04,-7908892613,20180911,0:01:00,84212,2,93
khnm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3533794,-790454243,20150616,0:01:00,1252,1,403
khns,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7,-7903884959,20200610,0:01:00,74066,2,0
khoe,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.16,-7910548648,20200819,0:01:00,128345,3,216
khog,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3572048,-790779518,20151118,0:01:00,0.47,1,606
khoo,California_Environmental_Data_Exchange_Network,west,404189,-122214,20150121,19:10:00,5635,4,817
khpb,EPA_National_Aquatic_Research_Survey,west,46622,-120556,20170913,0:01:00,99193,2,0
khpo,California_Environmental_Data_Exchange_Network,west,378189,-121358,20160419,22:40:00,1588937,4,162
khre,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565436,-7901688324,20161005,0:01:00,153215,3,299
khro,California_Environmental_Data_Exchange_Network,west,353207,-120806,20170424,16:20:00,6395,4,851
khsf,EPA_National_Aquatic_Research_Survey,midwest,4791117,-9048658,20170725,0:01:00,121554,3,0
khsw,EPA_Central_Data_Exchange,midwest,4689435,-85851333,20170422,0:01:00,216211497,1,0
khtr,California_Environmental_Data_Exchange_Network,west,376106,-121229,20210319,15:00:00,7785,4,981
khum,Indiana_State_Department_of_Health,midwest,4155087787,-8636162603,20160801,15:15:00,1108485,4,0
khuw,EPA_Central_Data_Exchange,midwest,44453333,-82341667,20180403,0:01:00,222011798,1,0
khvl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88,-7912328268,20140723,0:01:00,63465,2,411
khvw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563299794,-7929916848,20160127,0:01:00,19201,1,1125
khwb,US_Army_Corps_of_Engineers,south,39286798,-80022497,20130828,14:00:00,897062044,1,0
khwf,US_Army_Corps_of_Engineers,northeast,41294572,-80432822,20150812,15:10:00,2232746711,3,0
khwr,Pennsylvania_Department_of_Environmental_Protection,northeast,4187987,-801301,20190618,20:20:00,733333,3,0
khys,California_Environmental_Data_Exchange_Network,west,373906,-120958,20140408,19:15:00,1054871,4,467
khyt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35036,-7911838873,20210628,0:01:00,52137,2,223
khzl,California_Environmental_Data_Exchange_Network,west,378817,-121249,20180918,18:00:00,59819555,4,788
khzr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.84,-78.98,20171206,0:01:00,396.23,3,9
kiaz,EPA_Central_Data_Exchange,northeast,43.58,-77.2,20190425,0:01:00,756546388,1,0
kibf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564601252,-792749953,20181107,0:01:00,1089,1,708
kict,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39077955,-9688081,20190729,0:01:00,1030.68,4,0
kicz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566022476,-792485976,20200813,0:01:00,25285,2,492
kide,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921155,-9700559,20151012,0:01:00,84861,2,26
kidl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36482,-7904260657,20140714,0:01:00,2773,1,491
kieh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.21,-76.73,20180625,0:01:00,162.19,3,0
kifk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.42,-7907646879,20190621,0:01:00,20876,2,411
kige,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564063635,-7928498095,20210909,0:01:00,36791,2,523
kigv,California_Environmental_Data_Exchange_Network,west,328567,-116948,20140301,15:44:00,3053,4,167
kigw,California_Environmental_Data_Exchange_Network,west,378819,-121652,20210129,18:00:00,12730565,4,2943
kiit,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568992675,-7919342938,20190822,0:01:00,2563,1,923
kijj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902095453,20170124,0:01:00,12234,1,0
kijm,California_Environmental_Data_Exchange_Network,west,367593,-121755,20180302,15:50:00,6045,4,147
kikz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3550583,-7909752763,20160622,0:01:00,96576,2,1080
kilg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7875067348,20151116,0:01:00,36099,2,1389
kilw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,355065,-790951548,20160721,0:01:00,644811,3,1065
kimv,California_Environmental_Data_Exchange_Network,west,376955,-122057,20140329,17:40:00,1659054,4,567
kinl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563321086,-79298773,20151112,0:01:00,19253,1,1074
kioe,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565471552,-7925883042,20140722,0:01:00,864,1,425
kiow,US_Army_Corps_of_Engineers,midwest,41299298,-80758329,20181011,17:25:00,567925926,1,38
kioz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565926663,-7925037722,20210428,0:01:00,3703,1,624
kisv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35794,-7900938699,20140610,0:01:00,14702,1,0
kivk,Pennsylvania_Department_of_Environmental_Protection,northeast,415726,-7570775,20210701,17:00:00,45699,1,0
kivv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7883344458,20210420,0:01:00,17.68,1,559
kiwa,US_Army_Corps_of_Engineers,south,39693343,-79388427,20140805,17:30:00,475738397,1,46
kiwt,Pennsylvania_Department_of_Environmental_Protection,northeast,4077739,-7768172,20180405,15:15:00,4467,1,0
kixb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588610836,-7896667374,20180711,0:01:00,14813,1,100
kixe,California_Environmental_Data_Exchange_Network,west,377206,-121921,20150206,22:45:00,7420,4,557
kixf,California_Environmental_Data_Exchange_Network,west,375394,-121122,20200714,17:45:00,5655,4,335
kixi,California_Environmental_Data_Exchange_Network,west,327328,-116.94,20140502,15:46:00,1830.25,4,679
kixq,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3907775,-969059,20150720,0:01:00,9135,1,0
kiyz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902866621,20190319,0:01:00,3946,1,283
kizr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88,-7912352985,20140812,0:01:00,12102,1,436
kizy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902752923,20181107,0:01:00,363,1,250
kjaj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.31,-7911680684,20201013,0:01:00,338018,3,356
kjbs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566424358,-7924113308,20180711,0:01:00,20766,2,26
kjdd,EPA_Central_Data_Exchange,midwest,47513167,-90148667,20180513,0:01:00,250686514,1,0
kjdf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569298744,-7918774448,20170621,0:01:00,25496,2,512
kjdk,California_Environmental_Data_Exchange_Network,west,371366,-120762,20210209,19:20:00,1746712,4,599
kjdo,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3895941962,-9464457737,20190916,0:01:00,393.75,3,21
kjex,California_Environmental_Data_Exchange_Network,west,364432,-120302,20170109,23:20:00,3777305,4,62
kjff,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567329257,-7922432556,20210617,0:01:00,73802,2,257
kjhd,California_Environmental_Data_Exchange_Network,west,368739,-121745,20170731,22:15:00,6265,4,2152
kjhq,Indiana_State_Department_of_Health,midwest,4077949407,-8563747222,20170717,18:35:00,160.36,3,0
kjjb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-790300998,20190904,0:01:00,13724,1,241
kjjg,California_Environmental_Data_Exchange_Network,west,372616,-120906,20170613,20:00:00,1218937,4,616
kjjp,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3909447,-9690462,20140714,0:01:00,35.28,2,9
kjkf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35689288,-7919461579,20200109,0:01:00,1779,1,824
kjlo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568678622,-7919926258,20210909,0:01:00,8714,1,670
kjmo,Wyoming_Department_of_Environmental_Quality,west,42789722,-1090175,20200918,17:50:00,253338148,2,0
kjmp,California_Environmental_Data_Exchange_Network,west,376106,-121229,20200811,15:20:00,6085,4,981
kjnh,EPA_National_Aquatic_Research_Survey,west,4883419,-108.01,20170727,0:01:00,199.5,3,0
kjns,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,3876866665,-7531788333,20200812,12:00:00,15125,1,0
kjom,US_Army_Corps_of_Engineers,midwest,41260825,-80954163,20191106,16:30:00,107380952,1,381
kjpt,California_Environmental_Data_Exchange_Network,west,367085,-121749,20180919,19:52:00,5805,4,80
kjqf,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38483121680000000,-7512969166,20180724,12:00:00,6.75,1,0
kjqh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588660526,-7897065073,20181018,0:01:00,57299,2,450
kjqz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569924189,-7917612752,20140505,0:01:00,1874,1,279
kjrl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.08,-79.14,20200819,0:01:00,78787,2,316
kjro,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-790250081,20180110,0:01:00,11203,1,19
kjub,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.43,-80.1,20210524,0:01:00,153496,3,0
kjue,Indiana_State_Department_of_Health,midwest,3958638333,-8499486667,20180807,20:00:00,269695,3,0
kjuo,California_Environmental_Data_Exchange_Network,west,374788,-121068,20180302,18:25:00,1684621,4,144
kjwd,EPA_National_Aquatic_Research_Survey,midwest,4006311,-992922,20170816,0:01:00,192181,3,0
kjwf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3571207017,-7915230038,20160622,0:01:00,3776,1,527
kjwu,California_Environmental_Data_Exchange_Network,west,391853,-121704,20180315,20:40:00,1901939,4,1556
kjxj,California_Environmental_Data_Exchange_Network,west,350228,-120586,20170109,21:30:00,7000,4,1069
kjxu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.7,20200924,0:01:00,145,1,0
kjyf,California_Environmental_Data_Exchange_Network,west,381159,-121552,20191203,20:50:00,1626.34,4,0
kjyh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35036,-7911769665,20210420,0:01:00,1.66,1,283
kkbk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902945715,20190702,0:01:00,45747,2,248
kkdw,US_Army_Corps_of_Engineers,northeast,40715964,-79496525,20160712,14:00:00,751666667,1,0
kkeo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-7896219963,20180730,0:01:00,1073,1,1385
kkep,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3572598965,-7912644645,20140812,0:01:00,5495,1,701
kkgb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3572106593,-7913559172,20180807,0:01:00,45658,1,1004
kkgo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567704524,-7921735538,20190516,0:01:00,2.49,1,394
kkho,Connecticut_State_Department_of_Public_Health,northeast,41709222,-72337735,20200623,15:00:00,197964,1,19
kkhw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36028,-78716,20130717,0:01:00,298831,3,0
kkid,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568151651,-7920905049,20161121,0:01:00,45779,1,1240
kkjp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-7905901862,20210811,0:01:00,625206,3,320
kklm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.55,-78.02,20190510,0:01:00,3632,1,835
kkln,EPA_National_Aquatic_Research_Survey,midwest,4360641,-9009231,20170620,0:01:00,304672,3,0
kklt,Pennsylvania_Department_of_Environmental_Protection,northeast,4180657,-7666048,20210727,20:00:00,18867,1,0
kklw,California_Environmental_Data_Exchange_Network,west,382399,-121565,20141118,19:15:00,1544002,4,722
kkml,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563850718,-7928893566,20150506,0:01:00,3417,1,458
kkmu,EPA_Central_Data_Exchange,northeast,43503333,-79353333,20150427,0:01:00,417458274,1,0
kkmx,Wyoming_Department_of_Environmental_Quality,west,42001243,-105026226,20180815,15:30:00,600140196,4,13
kknc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568713221,-7919861994,20210617,0:01:00,30691,2,660
kkoy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562476,-7871811188,20161005,0:01:00,264896,3,708
kkpy,California_Environmental_Data_Exchange_Network,west,349576,-120631,20170426,22:00:00,6625,4,1658
kkqb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,358991211,-7907082116,20161121,0:01:00,280532,3,365
kkqv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.49,-7906381371,20170613,0:01:00,1391,1,388
kkra,California_Environmental_Data_Exchange_Network,west,38307,-121794,20150915,17:30:00,1642618,4,251
kkrc,Connecticut_State_Department_of_Public_Health,northeast,41512172,-73476168,20150803,14:00:00,244998,2,0
kkse,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7870891509,20130227,0:01:00,12562,1,623
kktt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.43,-7907439256,20190612,0:01:00,7661,1,206
kkvh,Indiana_State_Department_of_Health,midwest,4155087787,-8636162603,20170801,18:10:00,750888,3,0
kkvw,New_Mexico_Environment_Department,west,3547625,-10421438,20150729,0:01:00,1941515221,1,0
kkwe,California_Environmental_Data_Exchange_Network,west,388121,-121774,20140415,22:35:00,1733928,4,9
kkwf,California_Environmental_Data_Exchange_Network,west,372486,-120851,20170613,18:20:00,1089276,4,488
kkxr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569048566,-7919239127,20190516,0:01:00,11.86,1,1013
kkxs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36028,-78716,20161214,0:01:00,86592,2,0
kkzw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568452397,-7920346446,20150622,0:01:00,85684,2,909
klag,EPA_National_Aquatic_Research_Survey,midwest,4353712,-9095935,20170613,0:01:00,7.89,1,0
klar,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.63,-78.58,20201020,0:01:00,1017,1,199
klbc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356829537,-7920638106,20160127,0:01:00,9149,1,1193
klbq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35876636070000000,-7889086237,20211012,0:01:00,97039,2,404
klce,US_Army_Corps_of_Engineers,midwest,41388596,-80750147,20180703,18:20:00,3012846865,1,0
klcf,California_Environmental_Data_Exchange_Network,west,346721,-120492,20180110,23:45:00,2923.75,4,962
klcy,Indiana_State_Department_of_Health,midwest,3908031907,-8643086667,20160628,13:35:00,21601,2,0
klcz,California_Environmental_Data_Exchange_Network,west,365597,-121.51,20141203,17:00:00,514,3,3512
kldq,Pennsylvania_Department_of_Environmental_Protection,northeast,3988465,-7637867,20170830,16:00:00,0,1,0
kldy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-7880461141,20190417,0:01:00,20.84,2,154
klec,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591179222,-791722344,20130904,0:01:00,9682,1,270
klej,California_Environmental_Data_Exchange_Network,west,373609,-120549,20170613,20:20:00,35526065,4,539
klfj,US_Army_Corps_of_Engineers,northeast,42027378,-78967089,20160920,15:30:00,4163196552,4,0
klgl,California_Environmental_Data_Exchange_Network,west,376399,-121.78,20211026,15:00:00,5430,4,743
klgw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562988402,-7930495224,20160509,0:01:00,58007,2,849
klgz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.43,-7907523294,20190918,0:01:00,152489,3,298
klia,California_Environmental_Data_Exchange_Network,west,369044,-121.75,20210929,18:00:00,981529,4,2231
klis,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3907775,-969059,20160815,0:01:00,625275,3,0
